Latitude,Longitude,Date time,Plow status,Spreader status,Engine status,Truck
42.31660079956055,-83.03785705566406,2023-03-20 02:10:57,True,False,True,1006
42.31663131713867,-83.03787994384766,2023-03-20 02:11:12,True,False,True,1006
42.316619873046875,-83.03788757324219,2023-03-20 02:11:27,True,False,True,1006
42.31660842895508,-83.03787994384766,2023-03-20 02:11:42,True,False,True,1006
42.31660842895508,-83.03787994384766,2023-03-20 02:11:57,True,False,True,1006
42.31660079956055,-83.03787994384766,2023-03-20 02:12:12,True,False,True,1006
42.31663131713867,-83.03790283203125,2023-03-20 02:12:27,True,False,True,1006
42.31663131713867,-83.03788757324219,2023-03-20 02:12:42,True,False,True,1006
42.31663131713867,-83.03788757324219,2023-03-20 02:12:57,True,False,True,1006
42.3166389465332,-83.03790283203125,2023-03-20 02:13:12,True,False,True,1006
42.31663131713867,-83.03791046142578,2023-03-20 02:13:27,True,False,True,1006
42.316619873046875,-83.03791046142578,2023-03-20 02:13:42,True,False,True,1006
42.316619873046875,-83.03791046142578,2023-03-20 02:13:57,True,False,True,1006
42.31660842895508,-83.03788757324219,2023-03-20 02:14:12,True,False,True,1006
42.31660079956055,-83.03788757324219,2023-03-20 02:14:27,True,False,True,1006
42.31663131713867,-83.03791809082031,2023-03-20 02:14:42,True,False,True,1006
42.31663131713867,-83.03793334960938,2023-03-20 02:14:57,True,False,True,1006
42.31660842895508,-83.0379409790039,2023-03-20 02:15:12,True,False,True,1006
42.31660079956055,-83.03795623779297,2023-03-20 02:15:27,True,False,True,1006
42.31658935546875,-83.03795623779297,2023-03-20 02:15:42,True,False,True,1006
42.31657028198242,-83.03795623779297,2023-03-20 02:15:57,True,False,True,1006
42.31657028198242,-83.03794860839844,2023-03-20 02:16:12,True,False,True,1006
42.316558837890625,-83.03794860839844,2023-03-20 02:16:27,True,False,True,1006
42.31657028198242,-83.03795623779297,2023-03-20 02:16:42,True,False,True,1006
42.31658172607422,-83.03794860839844,2023-03-20 02:16:57,True,False,True,1006
42.31658935546875,-83.0379409790039,2023-03-20 02:17:12,True,False,True,1006
42.31658935546875,-83.0379409790039,2023-03-20 02:17:27,True,False,True,1006
42.31658935546875,-83.03793334960938,2023-03-20 02:17:42,True,False,True,1006
42.31658935546875,-83.0379409790039,2023-03-20 02:17:57,True,False,True,1006
42.31658172607422,-83.0379409790039,2023-03-20 02:18:12,True,False,True,1006
