Latitude,Longitude,Date time,Plow status,Spreader status,Engine status,Truck
42.30567932128906,-82.9136962890625,2023-02-06 00:00:10,True,False,True,4107
42.30567932128906,-82.91368865966797,2023-02-06 00:00:25,True,False,True,4107
42.30575942993164,-82.91374969482422,2023-02-06 00:00:40,True,False,True,4107
42.3065185546875,-82.91365814208984,2023-02-06 00:01:00,True,False,True,4107
42.30704879760742,-82.91403198242188,2023-02-06 00:01:15,True,False,True,4107
42.30704879760742,-82.91403198242188,2023-02-06 00:01:17,True,False,True,4107
42.30792999267578,-82.91499328613281,2023-02-06 00:01:30,True,False,True,4107
42.30931091308594,-82.91573333740234,2023-02-06 00:01:45,True,False,True,4107
42.31044006347656,-82.91600036621094,2023-02-06 00:02:00,True,False,True,4107
42.31159973144531,-82.9162826538086,2023-02-06 00:02:15,True,False,True,4107
42.3131103515625,-82.91664123535156,2023-02-06 00:02:30,True,False,True,4107
42.31399917602539,-82.91667938232422,2023-02-06 00:02:45,True,False,True,4107
42.31391143798828,-82.91416931152344,2023-02-06 00:03:00,True,False,True,4107
42.31370162963867,-82.91155242919922,2023-02-06 00:03:15,True,False,True,4107
42.31367874145508,-82.9104995727539,2023-02-06 00:03:30,True,False,True,4107
42.315120697021484,-82.9107666015625,2023-02-06 00:03:48,True,False,True,4107
42.31642150878906,-82.9111099243164,2023-02-06 00:04:03,True,False,True,4107
42.31782913208008,-82.91145324707031,2023-02-06 00:04:18,True,False,True,4107
42.31792068481445,-82.91146850585938,2023-02-06 00:04:33,True,False,True,4107
42.31814956665039,-82.91153717041016,2023-02-06 00:04:48,True,False,True,4107
42.3195686340332,-82.9118881225586,2023-02-06 00:05:03,True,False,True,4107
42.320621490478516,-82.9121322631836,2023-02-06 00:05:18,True,False,True,4107
42.32086181640625,-82.91036987304688,2023-02-06 00:05:39,True,False,True,4107
42.32101058959961,-82.90846252441406,2023-02-06 00:05:54,True,False,True,4107
42.32115173339844,-82.90666961669922,2023-02-06 00:06:09,True,False,True,4107
42.32133865356445,-82.90489196777344,2023-02-06 00:06:24,True,False,True,4107
42.321468353271484,-82.90331268310547,2023-02-06 00:06:39,True,False,True,4107
42.32324981689453,-82.90310668945312,2023-02-06 00:07:03,True,False,True,4107
42.3250617980957,-82.9034194946289,2023-02-06 00:07:18,True,False,True,4107
42.32609176635742,-82.90367126464844,2023-02-06 00:07:33,True,False,True,4107
42.327640533447266,-82.90403747558594,2023-02-06 00:07:48,True,False,True,4107
42.3291015625,-82.90440368652344,2023-02-06 00:08:03,True,False,True,4107
42.330810546875,-82.90482330322266,2023-02-06 00:08:18,True,False,True,4107
42.3319206237793,-82.90509033203125,2023-02-06 00:08:33,True,False,True,4107
42.333778381347656,-82.9066162109375,2023-02-06 00:09:07,True,False,True,4107
42.334861755371094,-82.90689086914062,2023-02-06 00:09:22,True,False,True,4107
42.335418701171875,-82.90933227539062,2023-02-06 00:09:49,True,False,True,4107
42.33570861816406,-82.91156768798828,2023-02-06 00:10:04,True,False,True,4107
42.336151123046875,-82.91385650634766,2023-02-06 00:10:19,True,False,True,4107
