Latitude,Longitude,Date time,Plow status,Spreader status,Engine status,Truck
42.29172897338867,-83.05683898925781,2024-03-11 00:00:06,True,False,True,2904
42.29172897338867,-83.05684661865234,2024-03-11 00:00:21,True,False,True,2904
42.29172897338867,-83.05683898925781,2024-03-11 00:00:36,True,False,True,2904
42.29174041748047,-83.05684661865234,2024-03-11 00:00:51,True,False,True,2904
42.29174041748047,-83.05683898925781,2024-03-11 00:01:06,True,False,True,2904
42.29174041748047,-83.05684661865234,2024-03-11 00:01:21,True,False,True,2904
42.29174041748047,-83.0568618774414,2024-03-11 00:01:36,True,False,True,2904
42.29172897338867,-83.05686950683594,2024-03-11 00:01:51,True,False,True,2904
42.29172134399414,-83.05686950683594,2024-03-11 00:02:06,True,False,True,2904
42.29172134399414,-83.05686950683594,2024-03-11 00:02:21,True,False,True,2904
42.29172134399414,-83.05686950683594,2024-03-11 00:02:36,True,False,True,2904
42.29172134399414,-83.05686950683594,2024-03-11 00:02:51,True,False,True,2904
42.29172134399414,-83.05686950683594,2024-03-11 00:03:06,True,False,True,2904
42.29154968261719,-83.05674743652344,2024-03-11 00:03:21,True,False,True,2904
42.29132080078125,-83.0566177368164,2024-03-11 00:03:36,True,False,True,2904
42.290740966796875,-83.05815124511719,2024-03-11 00:03:52,True,False,True,2904
42.290679931640625,-83.05831146240234,2024-03-11 00:03:55,True,False,True,2904
42.29056930541992,-83.05860137939453,2024-03-11 00:04:10,True,False,True,2904
42.29045867919922,-83.05889892578125,2024-03-11 00:04:25,True,False,True,2904
42.29225158691406,-83.06088256835938,2024-03-11 00:04:53,True,False,True,2904
42.29471969604492,-83.06246185302734,2024-03-11 00:05:08,True,False,True,2904
42.29718017578125,-83.06401062011719,2024-03-11 00:05:23,True,False,True,2904
42.297908782958984,-83.06446838378906,2024-03-11 00:05:38,True,False,True,2904
42.298248291015625,-83.06468200683594,2024-03-11 00:05:53,True,False,True,2904
42.29829025268555,-83.064697265625,2024-03-11 00:06:08,True,False,True,2904
42.29829025268555,-83.064697265625,2024-03-11 00:06:23,True,False,True,2904
42.29829025268555,-83.064697265625,2024-03-11 00:06:38,True,False,True,2904
42.298309326171875,-83.0647201538086,2024-03-11 00:06:53,True,False,True,2904
42.298309326171875,-83.0647201538086,2024-03-11 00:07:08,True,False,True,2904
42.298309326171875,-83.06471252441406,2024-03-11 00:07:23,True,False,True,2904
42.298301696777344,-83.064697265625,2024-03-11 00:07:38,True,False,True,2904
42.29829025268555,-83.064697265625,2024-03-11 00:07:53,True,False,True,2904
42.298851013183594,-83.06503295898438,2024-03-11 00:08:08,True,False,True,2904
42.29890823364258,-83.06507110595703,2024-03-11 00:08:23,True,False,True,2904
42.2989387512207,-83.0650863647461,2024-03-11 00:08:38,True,False,True,2904
42.29896926879883,-83.06507873535156,2024-03-11 00:08:53,True,False,True,2904
42.29896926879883,-83.06507873535156,2024-03-11 00:09:08,True,False,True,2904
42.2989501953125,-83.06507110595703,2024-03-11 00:09:23,True,False,True,2904
42.298919677734375,-83.06504821777344,2024-03-11 00:09:38,True,False,True,2904
42.29890823364258,-83.06504821777344,2024-03-11 00:09:53,True,False,True,2904
42.298919677734375,-83.0650634765625,2024-03-11 00:10:08,True,False,True,2904
42.29890823364258,-83.0650634765625,2024-03-11 00:10:23,True,False,True,2904
42.29890823364258,-83.0650634765625,2024-03-11 00:10:38,True,False,True,2904
42.29893112182617,-83.06507110595703,2024-03-11 00:10:53,True,False,True,2904
42.2990608215332,-83.06510162353516,2024-03-11 00:11:08,True,False,True,2904
42.29941940307617,-83.0650405883789,2024-03-11 00:11:23,True,False,True,2904
42.29943084716797,-83.0650405883789,2024-03-11 00:11:38,True,False,True,2904
42.29954147338867,-83.06497955322266,2024-03-11 00:11:53,True,False,True,2904
42.299560546875,-83.06497192382812,2024-03-11 00:12:08,True,False,True,2904
42.299659729003906,-83.06491088867188,2024-03-11 00:12:23,True,False,True,2904
42.29969024658203,-83.06488037109375,2024-03-11 00:12:38,True,False,True,2904
42.299781799316406,-83.06475830078125,2024-03-11 00:12:53,True,False,True,2904
42.29983901977539,-83.06468963623047,2024-03-11 00:13:08,True,False,True,2904
42.299930572509766,-83.06456756591797,2024-03-11 00:13:23,True,False,True,2904
42.2999382019043,-83.0645523071289,2024-03-11 00:13:38,True,False,True,2904
42.2999382019043,-83.06453704833984,2024-03-11 00:13:53,True,False,True,2904
42.29999923706055,-83.06446075439453,2024-03-11 00:14:08,True,False,True,2904
42.300010681152344,-83.06446075439453,2024-03-11 00:14:23,True,False,True,2904
42.3000602722168,-83.06439208984375,2024-03-11 00:14:38,True,False,True,2904
42.30009078979492,-83.06434631347656,2024-03-11 00:14:53,True,False,True,2904
42.30009841918945,-83.0643310546875,2024-03-11 00:15:08,True,False,True,2904
42.30009841918945,-83.0643310546875,2024-03-11 00:15:23,True,False,True,2904
42.3001594543457,-83.0642318725586,2024-03-11 00:15:38,True,False,True,2904
42.3001594543457,-83.0642318725586,2024-03-11 00:15:53,True,False,True,2904
42.300209045410156,-83.06414794921875,2024-03-11 00:16:08,True,False,True,2904
42.300209045410156,-83.06414031982422,2024-03-11 00:16:23,True,False,True,2904
42.30023956298828,-83.06410217285156,2024-03-11 00:16:38,True,False,True,2904
42.300331115722656,-83.06400299072266,2024-03-11 00:16:53,True,False,True,2904
42.30036163330078,-83.06397247314453,2024-03-11 00:17:08,True,False,True,2904
42.30039978027344,-83.06391906738281,2024-03-11 00:17:23,True,False,True,2904
42.30043029785156,-83.06390380859375,2024-03-11 00:17:38,True,False,True,2904
42.30043029785156,-83.06390380859375,2024-03-11 00:17:53,True,False,True,2904
42.300498962402344,-83.06385040283203,2024-03-11 00:18:08,True,False,True,2904
42.300498962402344,-83.06385040283203,2024-03-11 00:18:23,True,False,True,2904
42.300498962402344,-83.06385803222656,2024-03-11 00:18:38,True,False,True,2904
42.300498962402344,-83.06387329101562,2024-03-11 00:18:53,True,False,True,2904
42.3005485534668,-83.06382751464844,2024-03-11 00:19:08,True,False,True,2904
42.3005485534668,-83.06382751464844,2024-03-11 00:19:23,True,False,True,2904
42.30057907104492,-83.0638198852539,2024-03-11 00:19:38,True,False,True,2904
42.30060958862305,-83.06381225585938,2024-03-11 00:19:53,True,False,True,2904
42.30073165893555,-83.06378173828125,2024-03-11 00:20:08,True,False,True,2904
42.30078887939453,-83.06375122070312,2024-03-11 00:20:23,True,False,True,2904
42.300838470458984,-83.06375122070312,2024-03-11 00:20:38,True,False,True,2904
42.300880432128906,-83.06375122070312,2024-03-11 00:20:53,True,False,True,2904
42.300968170166016,-83.06376647949219,2024-03-11 00:21:08,True,False,True,2904
42.30107116699219,-83.06381225585938,2024-03-11 00:21:23,True,False,True,2904
42.30112075805664,-83.0638427734375,2024-03-11 00:21:38,True,False,True,2904
42.30113983154297,-83.0638427734375,2024-03-11 00:21:53,True,False,True,2904
42.30121994018555,-83.06385803222656,2024-03-11 00:22:08,True,False,True,2904
42.30125045776367,-83.06387329101562,2024-03-11 00:22:23,True,False,True,2904
42.30133056640625,-83.06391143798828,2024-03-11 00:22:38,True,False,True,2904
42.30131149291992,-83.06391143798828,2024-03-11 00:22:53,True,False,True,2904
42.3013916015625,-83.06397247314453,2024-03-11 00:23:08,True,False,True,2904
42.30149841308594,-83.06403350830078,2024-03-11 00:23:23,True,False,True,2904
42.301578521728516,-83.06407928466797,2024-03-11 00:23:38,True,False,True,2904
42.30165100097656,-83.06411743164062,2024-03-11 00:23:53,True,False,True,2904
42.30173110961914,-83.06417083740234,2024-03-11 00:24:08,True,False,True,2904
42.3017692565918,-83.06419372558594,2024-03-11 00:24:23,True,False,True,2904
42.301780700683594,-83.06419372558594,2024-03-11 00:24:38,True,False,True,2904
42.301788330078125,-83.06420135498047,2024-03-11 00:24:53,True,False,True,2904
42.301979064941406,-83.06421661376953,2024-03-11 00:25:08,True,False,True,2904
42.302101135253906,-83.0643081665039,2024-03-11 00:25:23,True,False,True,2904
42.30213928222656,-83.06433868408203,2024-03-11 00:25:38,True,False,True,2904
42.30223083496094,-83.06440734863281,2024-03-11 00:25:53,True,False,True,2904
42.30223846435547,-83.06442260742188,2024-03-11 00:26:08,True,False,True,2904
42.302310943603516,-83.06448364257812,2024-03-11 00:26:23,True,False,True,2904
42.30236053466797,-83.06450653076172,2024-03-11 00:26:38,True,False,True,2904
42.3023681640625,-83.06450653076172,2024-03-11 00:26:53,True,False,True,2904
42.3023681640625,-83.06452178955078,2024-03-11 00:27:08,True,False,True,2904
42.3023681640625,-83.06452178955078,2024-03-11 00:27:23,True,False,True,2904
42.3023681640625,-83.06452178955078,2024-03-11 00:27:38,True,False,True,2904
42.302589416503906,-83.06465148925781,2024-03-11 00:27:53,True,False,True,2904
42.30324935913086,-83.06513977050781,2024-03-11 00:28:08,True,False,True,2904
